ID	ENG (Original)	RUS (Dontaz v2.9)	note
E6E7B95B436F5844BDD3EEAFF6395153	We were best pals, and we shared all our secrets with each other!	Мы были лучшими друзьями, и делились друг с другом всеми нашими секретами!	
BB96F5394318F4C443210A94F69D6326	We weren't made to live.	Мы не были созданы, чтобы жить.	
2B7EABBC47D34744A1EB05BC19EE9D19	We weren't made to live...	Мы не были созданы, чтобы жить...	
B8929D1949217789F5F0CD9DBC7722A6	We would defeat you. (Grumbles) Defeat you easily!	Мы бы победили тебя. (Ворчит) Запросто победили бы тебя!	
9E94A0B4482DD3002A4529BDD300AEB0	We... we are too many, you can't burn all of us!	Нас... нас слишком много, ты не можешь сжечь всех нас!	
88CD3BAC4B398EDF285B07AFC0099046	Weak fire. Useless.	Слабый огонь. Бесполезный.	
A9B78DEB477719248F1389B6DA262F60	Welcome to Coalhaven, newcomer!	Добро пожаловать в Углеград, новоприбывший!	
94AC721B4284423AC8FD6BBA17ECA965	Well heck, don’t let me keep y’all…	Ну что ж, не буду вас задерживать...	
FEB642F24B2610C1D69C5588C3BF6A9F	Well then...	Ну что ж...	
E460876F48CAC63E714191A11EE4C8C5	Well, I guess that’s it. That’s the tour, on the house. Heh-hee...	Ну, думаю, на этом всё. Эта экскурсия, за счёт заведения. Хе-хе...	
54F319C5422AA0EF8D1F69A166A1EE42	Well, it wasn’t supposed to go down that way...	Ну, это не должно было закончиться так...	
89D3B2C6424DC89DDAADCFAB8706EF1D	Well, it wasn’t supposed to go down that way...	Ну, это не должно было закончиться так...	
7B3020F34273F26151D562802053B9F5	Well, yours might not be a movie I would watch, but...	Что ж, возможно, твой фильм я бы и не стала смотреть, но…	
4D7703884B62DDBFDA1B7BBD75E878ED	We’ll freeze, freeze to death… because of that thief!	Мы замёрзнем, замёрзнем насмерть... из-за этой воровки!	
CE8BD6AC4887C79E349B329363F1C9E4	We’ll have to harvest more trees, then.	Тогда нам придётся срубить больше деревьев.	
4A1FC7444CE830AA72086E94D4C57F12	We’ll take theirs.	Мы же заберём у них.	
959B74AD48FC33D6424A0DADD29E7589	We’re runnin’ out of matches…!	У нас заканчиваются спички...!	
E14EE1604ACCF8DE488FD0BAC101A603	What Were They Thinkin’	О чём они думали	
81963A6B4EB69AB0D059628D4F7C1D02	What am I doing here?	Что я здесь делаю?	
F8547E6D45A3FDC81B2ED88A8BDF9E41	What am I doing here?	Что я здесь делаю?	
567C333D4DFF6B262FBA8A92D370B293	What are you doing back there?!	Что ты там делаешь?!	
FFEA33AC40B4C6E44DED8EB04354BBA4	What did we do?	Что мы наделали?	
67E890C54143A5CA47EC0AA9DE9D2AD0	What did we do?!	Что мы наделали?!	
C4DCF6844365F10923C06880EC7C8B6A	What distorted yearning hides behind? The dance will tell.	Что за извращённая тоска скрывается за ними? Танец расскажет.	
7026F5424FCF08D3F96AA7A56A5668E7	What do I know. I’m just some dead guy.	Откуда я знаю. Я просто ещё один мертвец.	
CA827CB247CA49BC4A8085A08B0E8A7F	What do you think you’re doin' here?	Что, по-твоему, ты здесь делаешь?	
F9FE8FA14F4A224A987CD496BB14626B	What happened?	Что произошло?	
0BA60F594CC371004E79B9A5ED91370F	What if it doesn’t like me no more?	Что если я ему больше не нравлюсь?	
9934B4334A2AD0ED4723448298F44DAD	What is he doing?	Что он делает?	
14B262B3432BA2C2375AB887F3B313E8	What is the Dark? Is it ugly and cruel?	Что такое Тьма? Уродлива ли она и жестока?	
41423E4C4DAF389456A52A8E58C0A619	What was the point of the Walk?	В чём был смысл Тропы?	
C533DB24438C74414E37DF806A751365	What we did to her kind.	Что мы сделали с её родом.	
0F2F78CA458CBC5E99CB69B8FD282FD9	What were they thinkin’...	О чём они думали...	
A477151F440DE125FD2B93A3A60C0E10	What were they thinkin’?	О чём они думали?	
6450C6DF49E11670163B109CF1F91600	What were you thinking, letting him run off?	О чём ты думал, позволив ему убежать?	
8AE598FB459DB53A501D1DBA6D4839FF	What were you thinking, letting him run off?	О чём ты думал, позволив ему убежать?	
ADACEA394E218940855ED199C9C2FD49	What you lack in talk, Burnt One	Что до тебя, Обожжённый, ты молчалив,	
D4B5B3C744487D63AB7F59A91147E374	What're you tinkering with?!	С чем ты там возишься?!	
0348C2AB4D8B9E16E423B393238CB65A	What's he workin' on over there?	Над чем он там работает?	
CA6F810D44A21DE7666BA0B9FCD5F6C6	What's the hurry?	Что за спешка?	
AD5BB2D34D211273F46C9FA65FD54C43	What's the rush?	К чему такая суета?	
FAE2D6C5457E77533FBE1DA6A889EDDF	What...? What is this?	Что...? Что это?	
AD8219BE4D52F80DFCE569B024C07CE3	What’re you doin'? Stop... stop-stop-stop	Что ты делаешь? Остановись... прекрати-прекрати-прекрати	
947728F94F88B89B3E71189F2C538994	What’re you lookin’ at?	На что уставился?	
D98D133C4E338903BAA865A4AFDB93BA	What’s a story without a little adversity?	Что за история без небольших трудностей?	
E51A3A4B43CBFBB6CADEB48056950698	What’s that you’re holding…?	Что это у тебя в руках...?	
546478AC4C36BB1D5721F8B61F0238F7	What’s the matter, seen a ghost?	Чего такой бледный, будто призрака увидел?	
760AB89A461331F988F807A875DC03F2	When I was a child, I exchanged letters with a monster in the woods.	Когда я была ребёнком, я обменивалась письмами с чудовищем в лесу.	
B9D89CEA461850D93AC945BD0A292CE8	When I was a child, I exchanged letters with a monster in the woods.	Когда я была ребёнком, я обменивалась письмами с чудовищем в лесу.	
F2016E944A2075D6AEE3D68AADB1E55A	When I was little, my childminder got annoyed with me	Когда я был маленьким, моя нянька сердилась на меня	
A610320B44C6D1764F064C8B64E9E6D2	When the nameless Maker lost his creation to the Dark	Когда безымянный Создатель потерял своё творение во Тьме	
7ECC0A7F4F44E1311E91FF8B7C66806F	When times were dark and winds blew cold,	Когда времена были тёмными и ветра дули холодом,	
2E5D92854D79F6282B3DB69767B75F46	Where are you off to now?	Куда ты теперь направишься?	
4A2A2D85441D99F09B4BFB92F4582C16	Where did it go?	Куда оно делось?	
2CAFE30049D35E1F051CFBA42837D231	Where did it go?!	Куда оно делось?!	
5A65880E4302A9B3331E56933953926B	Where is he going...?	Куда он идёт...?	
182B4E014CE44F58FBD75CA8BBCB414D	Where was the sun? Where its warm rays should’ve been there was only the vast night sky	Где было солнце? Там, где должны были быть его тёплые лучи, было лишь обширное ночное небо	
6604A76F40669DD2249541B5A82257A9	Wherever she sought warmth, it had a price.	Везде, где она искала тепло, оно имело свою цену.	
B0101C2A4FB5FA4CDE71DDB00851E4EF	Whether they held or lacked reason, it didn’t matter.	Обладали ли они разумом или нет, это не имело значения.	
C57C96514EEC87E493199F920E534E6D	While I was in the black I had a dream...	Пока я была в пустоте, мне приснился сон...	
69B5B032470DAD521C342990BFAE1025	Whispering statues	Шепчущие статуи	
D928187E409F60E3C17F138988A3A10F	Who Took The Sun Away? 1 of 15	Кто Забрал Солнце? 1 из 15	
520B02CF46E4C2A5A4A6B3932A2001A2	Who Took The Sun Away? 10 of 15	Кто Забрал Солнце? 10 из 15	
A4B2A46640F4102A008747813196A052	Who Took The Sun Away? 11 of 15	Кто Забрал Солнце? 11 из 15	
B04AC9974157CBFE7F843A9639B9C510	Who Took The Sun Away? 12 of 15	Кто Забрал Солнце? 12 из 15	
3CCE40034B1C8AC7AA6F24BD39ADB3C4	Who Took The Sun Away? 13 of 15	Кто Забрал Солнце? 13 из 15	
3729B43641F121BD5197D39D4DFBA0F3	Who Took The Sun Away? 14 of 15	Кто Забрал Солнце? 14 из 15	
AD1B52D940C71BEF9032238A8BCC566C	Who Took The Sun Away? 15 of 15	Кто Забрал Солнце? 15 из 15	
7E4BE15645EACD4A8E05D6839A12ED3C	Who Took The Sun Away? 2 of 15	Кто Забрал Солнце? 2 из 15	
051E6D864C4D5FC53E58BEA1C25F264C	Who Took The Sun Away? 3 of 15	Кто Забрал Солнце? 3 из 15	
16EC6C244D75E125DD217AB523A100DD	Who Took The Sun Away? 4 of 15	Кто Забрал Солнце? 4 из 15	
3567F6204EDD83724B8B65B6BB6DB08D	Who Took The Sun Away? 5 of 15	Кто Забрал Солнце? 5 из 15	
B11FF6BC4BC1F2C8C12418878501C972	Who Took The Sun Away? 6 of 15	Кто Забрал Солнце? 6 из 15	
